Veículo;Combustivel;DATA .: ;;Valor/Litro;Quantidade;Valor;Anterior;Atual;Km Rodada;Média (Km/L)
GMF7776;GASOLINA;02/02/2021;(E);5.057;28.75;R$ 145.39;103003;103348;345;12.00
GMF7776;GASOLINA;04/02/2021;(E);5.322;23.84;R$ 126.88;103348;103581;233;9.77
GMF7776;GASOLINA;06/05/2021;(E);5.994;49.94;R$ 299.38;103581;104050;469;9.39
GMF7776;GASOLINA;17/06/2021;(E);5.994;34.54;R$ 207.06;104050;104432;382;11.06
GMF7776;GASOLINA;18/06/2021;(E);5.994;51.36;R$ 307.89;104432;105020;588;11.45
GMF7776;GASOLINA;23/06/2021;(E);5.994;12.91;R$ 77.39;105020;105151;131;10.15
GMF7776;GASOLINA;24/06/2021;(E);5.999;38.70;R$ 232.16;105151;105607;456;11.78
GMF7776;GASOLINA;25/06/2021;(E);5.998;18.34;R$ 110.02;105607;105789;182;9.92
GMF7776;GASOLINA;28/06/2021;(E);5.860;25.75;R$ 150.90;105789;106192;403;15.65
GMF7776;GASOLINA;30/06/2021;(E);5.994;44.52;R$ 266.89;106192;106551;359;8.06
GMF7776;GASOLINA;05/07/2021;(E);5.799;44.33;R$ 257.07;106551;107064;513;11.57
GMF7776;GASOLINA;07/07/2021;(E);6.094;46.13;R$ 281.16;107064;107682;618;13.40
GMF7776;GASOLINA;12/07/2021;(E);6.057;19.81;R$ 120.00;107682;107839;157;7.93
GMF7776;GASOLINA;14/07/2021;(E);6.099;35.97;R$ 219.38;107839;108331;492;13.68
GMF7776;GASOLINA;19/07/2021;(E);6.096;38.21;R$ 232.93;108331;108853;522;13.66
GMF7776;GASOLINA;28/07/2021;(E);6.878;25.44;R$ 174.98;108853;109181;328;12.89
GMF7776;GASOLINA;04/08/2021;(E);6.095;26.31;R$ 160.38;109181;109461;280;10.64
GMF7776;GASOLINA;05/08/2021;(E);6.150;36.26;R$ 223.01;109461;109937;476;13.13
GMF7776;GASOLINA;06/08/2021;(E);5.896;25.42;R$ 149.88;109937;110165;228;8.97
GMF7776;GASOLINA;02/09/2021;(E);6.294;17.72;R$ 111.54;110165;110333;168;9.48
GMF7776;GASOLINA;02/09/2021;(E);6.562;17.22;R$ 113.01;110333;110523;190;11.03
GMF7776;GASOLINA;03/09/2021;(E);6.581;25.83;R$ 170.01;110523;110822;299;11.58
GMF7776;GASOLINA;08/09/2021;(E);6.385;27.47;R$ 175.40;110822;111159;337;12.27
GMF7776;GASOLINA;30/09/2021;(E);7.001;32.33;R$ 226.36;111159;111493;334;10.33
GMF7776;GASOLINA;04/10/2021;(E);6.395;29.84;R$ 190.83;111493;111811;318;10.66
GMF7776;GASOLINA;05/10/2021;(E);6.498;28.16;R$ 183.01;111811;112118;307;10.90
GMF7776;GASOLINA;07/10/2021;(E);6.689;43.96;R$ 294.07;112118;112582;464;10.56
GMF7776;GASOLINA;13/10/2021;(E);6.684;34.15;R$ 228.28;112582;112879;297;8.70
GMF7776;GASOLINA;15/10/2021;(E);6.898;15.00;R$ 103.47;112879;113121;242;16.13
GMF7776;GASOLINA;21/10/2021;(E);6.475;46.90;R$ 303.68;113121;113503;382;8.14
GMF7776;GASOLINA;27/10/2021;(E);7.145;45.43;R$ 324.60;113503;113976;473;10.41
GMF7776;GASOLINA;29/10/2021;(E);7.8;40.59;R$ 316.60;113976;114424;448;11.04
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 38;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF7776;GASOLINA;29/10/2021;(E);6.984;44.41;R$ 310.20;114424;114942;518;11.66
GMF7776;GASOLINA;09/11/2021;(E);7.199;10.00;R$ 71.99;114942;115044;102;10.20
GMF7776;GASOLINA;09/11/2021;(E);7.087;48.62;R$ 344.57;115044;115493;449;9.23
GMF7776;GASOLINA;11/11/2021;(E);6.874;30.04;R$ 206.52;115493;115845;352;11.72
GMF7776;GASOLINA;16/11/2021;(E);7.086;34.84;R$ 246.90;115845;116229;384;11.02
GMF7776;GASOLINA;24/11/2021;(E);7.079;27.68;R$ 195.97;116229;116398;169;6.11
GMF7776;GASOLINA;26/11/2021;(E);7.085;41.27;R$ 292.40;116398;116898;500;12.12
GMF7776;GASOLINA;11/12/2021;(E);7.086;45.09;R$ 319.54;116898;117312;414;9.18
GMF7776;GASOLINA;14/12/2021;(E);7.086;32.36;R$ 229.33;117312;117622;310;9.58
GMF7776;GASOLINA;22/12/2021;(E);7.085;31.39;R$ 222.40;117622;117965;343;10.93
GMF7776;GASOLINA;21/01/2022;(E);7.085;17.43;R$ 123.50;117965;118109;144;8.26
GMF7776;GASOLINA;24/01/2022;(E);7.094;27.57;R$ 195.60;118109;118429;320;11.61
GMF7776;GASOLINA;28/01/2022;(E);6.894;30.46;R$ 210.02;118429;118765;336;11.03
GMF7776;GASOLINA;31/01/2022;(E);6.895;12.76;R$ 87.98;118765;118897;132;10.34
GMF7776;GASOLINA;02/02/2022;(E);6.865;46.10;R$ 316.48;118897;119441;544;11.80
GMF7776;GASOLINA;07/02/2022;(E);6.864;37.98;R$ 260.73;119441;119912;471;12.40
GMF7776;GASOLINA;08/02/2022;(E);7.064;25.00;R$ 176.62;119912;120250;338;13.52
GMF7776;GASOLINA;09/02/2022;(E);6.864;13.76;R$ 94.46;120250;120436;186;13.52
GMF7776;GASOLINA;11/02/2022;(E);7.065;20.00;R$ 141.30;120436;120652;216;10.80
GMF7776;GASOLINA;16/02/2022;(E);7.035;37.60;R$ 264.52;120652;120970;318;8.46
GMF7776;GASOLINA;16/02/2022;(E);7.360;25.27;R$ 186.00;120970;121282;312;12.35
GMF7776;GASOLINA;18/02/2022;(E);6.834;35.50;R$ 242.64;121282;121705;423;11.92
GMF7776;GASOLINA;21/02/2022;(E);6.999;38.58;R$ 270.02;121705;122117;412;10.68
GMF7776;GASOLINA;23/02/2022;(E);7.300;27.89;R$ 203.61;122117;122463;346;12.41
Qtde = 57;Subtotal .:;1,789.68;R$ 11,782.44;19618;10.96;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7777;;;;;;;;;;
GMF7777;DIESEL;23/12/2021;(E);5.539;125.55;R$ 695.42;110054;110054;0;0.00
GMF7777;ARLA 32;23/12/2021;(E);3.703;4.32;R$ 16.00;110054;110054;0;0.00
Qtde = 2;Subtotal .:;129.87;R$ 711.42;0;0.00;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7791;;;;;;;;;;
GMF7791;DIESEL;16/02/2021;(E);4.319;97.54;R$ 421.28;67511;67511;0;0.00
GMF7791;ARLA 32;16/02/2021;(E);4.1;20.00;R$ 82.00;67511;67511;0;0.00
GMF7791;DIESEL;23/03/2021;(E);4.595;120.00;R$ 551.40;67085;68115;1030;8.58
GMF7791;DIESEL;05/05/2021;(E);4.549;94.13;R$ 428.20;67511;68032;521;5.53
GMF7791;ARLA 32;25/05/2021;(E);1.998;8.89;R$ 17.77;68032;68032;0;0.00
GMF7791;DIESEL;25/05/2021;(E);4.859;53.55;R$ 260.20;68787;68997;210;3.92
GMF7791;DIESEL;30/06/2021;(E);4.749;76.46;R$ 363.11;68997;69169;172;2.25
GMF7791;DIESEL;19/07/2021;(E);4.659;93.40;R$ 435.15;69169;69641;472;5.05
GMF7791;DIESEL;14/09/2021;(E);4.948;104.97;R$ 519.39;69169;70171;1002;9.55
GMF7791;DIESEL;27/10/2021;(E);5.589;68.68;R$ 383.85;70459;70459;0;0.00
GMF7791;ARLA 32;27/10/2021;(E);4.48;2.00;R$ 8.96;70459;70459;0;0.00
GMF7791;DIESEL;09/11/2021;(E);5.588;73.76;R$ 412.24;70459;70806;347;4.70
GMF7791;DIESEL;10/11/2021;(E);5.349;106.73;R$ 570.90;70806;71420;614;5.75
GMF7791;ARLA 32;19/01/2022;(E);3.699;10.04;R$ 37.14;71933;71933;0;0.00
GMF7791;DIESEL;19/01/2022;(E);5.849;103.72;R$ 606.66;71933;71933;0;0.00
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 39;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF7791;DIESEL;27/01/2022;(E);5.619;58.68;R$ 329.72;71933;72259;326;5.56
GMF7791;DIESEL;28/01/2022;(E);5.728;50.63;R$ 290.02;72259;72519;260;5.14
GMF7791;DIESEL;28/01/2022;(E);5.787;53.33;R$ 308.62;72519;72805;286;5.36
Qtde = 18;Subtotal .:;1,196.51;R$ 6,026.60;5240;4.38;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7826;;;;;;;;;;
GMF7826;GASOLINA;03/02/2021;(E);4.988;25.11;R$ 125.27;55218;55456;238;9.48
GMF7826;GASOLINA;04/02/2021;(E);5.045;22.37;R$ 112.86;55456;55695;239;10.68
GMF7826;GASOLINA;12/06/2021;(E);5.959;31.99;R$ 190.63;55695;56030;335;10.47
GMF7826;GASOLINA;12/06/2021;(E);5.994;15.33;R$ 91.90;56030;56239;209;13.63
Qtde = 4;Subtotal .:;94.80;R$ 520.66;1021;10.77;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7843;;;;;;;;;;
GMF7843;DIESEL;30/03/2021;(E);4.548;213.40;R$ 970.54;89982;90324;342;1.60
GMF7843;DIESEL;18/02/2022;(E);6.048;203.79;R$ 1,232.56;90324;90688;364;1.79
Qtde = 2;Subtotal .:;417.19;R$ 2,203.11;706;1.69;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7852;;;;;;;;;;
GMF7852;DIESEL;15/09/2021;(E);4.888;60.27;R$ 294.65;73071;73667;596;9.89
GMF7852;DIESEL;17/09/2021;(E);4.990;17.10;R$ 85.33;73667;73862;195;11.40
GMF7852;DIESEL;19/09/2021;(E);4.990;43.64;R$ 217.79;73862;74238;376;8.62
GMF7852;DIESEL;20/09/2021;(E);5.28;21.07;R$ 111.25;74238;74394;156;7.40
GMF7852;DIESEL;21/09/2021;(E);5.280;37.39;R$ 197.45;74394;74690;296;7.92
GMF7852;DIESEL;14/10/2021;(E);5.195;59.24;R$ 307.75;74690;75321;631;10.65
GMF7852;DIESEL;18/10/2021;(E);5.193;68.68;R$ 356.69;75321;76002;681;9.92
GMF7852;DIESEL;13/11/2021;(E);5.499;51.13;R$ 281.21;76002;76570;568;11.11
Qtde = 8;Subtotal .:;358.52;R$ 1,852.12;3499;9.76;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7897;;;;;;;;;;
GMF7897;DIESEL;30/08/2021;(E);4.969;71.11;R$ 353.35;99233;99905;672;9.45
Qtde = 1;Subtotal .:;71.11;R$ 353.35;672;9.45;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7898;;;;;;;;;;
GMF7898;GASOLINA;26/10/2021;(E);7.044;40.09;R$ 282.43;42707;43017;310;7.73
Qtde = 1;Subtotal .:;40.09;R$ 282.43;310;7.73;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7899;;;;;;;;;;
GMF7899;GASOLINA;30/08/2021;(E);6.294;37.23;R$ 234.36;183526;183832;306;8.22
GMF7899;GASOLINA;01/09/2021;(E);6.295;14.87;R$ 93.61;183832;184031;199;13.38
GMF7899;GASOLINA;02/09/2021;(E);6.300;36.26;R$ 228.44;184031;184484;453;12.49
GMF7899;GASOLINA;06/09/2021;(E);6.598;28.55;R$ 188.40;184484;184829;345;12.08
GMF7899;GASOLINA;08/09/2021;(E);6.390;23.81;R$ 152.15;184829;185112;283;11.89
GMF7899;GASOLINA;04/10/2021;(E);6.394;27.27;R$ 174.39;185112;185483;371;13.60
GMF7899;GASOLINA;07/10/2021;(E);6.485;30.88;R$ 200.28;185483;185833;350;11.33
GMF7899;GASOLINA;13/10/2021;(E);6.684;30.08;R$ 201.08;185833;186215;382;12.70
GMF7899;GASOLINA;18/10/2021;(E);7.220;39.76;R$ 287.07;186215;186656;441;11.09
GMF7899;GASOLINA;19/10/2021;(E);6.590;21.25;R$ 140.04;186656;186947;291;13.69
GMF7899;GASOLINA;20/10/2021;(E);7.349;34.30;R$ 252.07;186947;187395;448;13.06
GMF7899;GASOLINA;21/10/2021;(E);6.750;26.78;R$ 180.77;187395;187748;353;13.18
GMF7899;GASOLINA;06/11/2021;(E);7.078;28.40;R$ 201.04;187748;188018;270;9.51
GMF7899;GASOLINA;07/11/2021;(E);7.739;26.74;R$ 206.94;188018;188456;438;16.38
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 40;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF7899;GASOLINA;10/11/2021;(E);7.085;38.36;R$ 271.78;188456;188927;471;12.28
GMF7899;GASOLINA;17/11/2021;(E);7.119;21.48;R$ 152.92;188927;189174;247;11.50
GMF7899;GASOLINA;19/11/2021;(E);7.085;42.49;R$ 301.04;189174;189691;517;12.17
GMF7899;GASOLINA;25/01/2022;(E);7.064;32.53;R$ 229.82;189691;190024;333;10.24
GMF7899;GASOLINA;13/02/2022;(E);7.526;35.17;R$ 264.70;190024;190412;388;11.03
GMF7899;GASOLINA;15/02/2022;(E);6.99;34.03;R$ 237.87;190412;190855;443;13.02
GMF7899;GASOLINA;22/02/2022;(E);6.999;39.29;R$ 275.00;190855;191377;522;13.29
GMF7899;GASOLINA;24/02/2022;(E);7.678;24.76;R$ 190.13;191377;191727;350;14.14
GMF7899;GASOLINA;25/02/2022;(E);7.035;34.83;R$ 245.03;191727;192227;500;14.36
Qtde = 23;Subtotal .:;709.12;R$ 4,908.93;8701;12.27;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7911;;;;;;;;;;
GMF7911;DIESEL;04/05/2021;(E);4.495;50.67;R$ 227.76;66292;66673;381;7.52
GMF7911;DIESEL;04/05/2021;(E);4.537;41.00;R$ 186.02;66673;67071;398;9.71
GMF7911;DIESEL;04/05/2021;(E);4.600;27.67;R$ 127.30;67071;67410;339;12.25
GMF7911;DIESEL;15/07/2021;(E);4.938;68.28;R$ 337.23;67410;68116;706;10.34
Qtde = 4;Subtotal .:;187.62;R$ 878.31;1824;9.72;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7940;;;;;;;;;;
GMF7940;DIESEL;26/01/2022;(E);5.819;37.84;R$ 220.19;95464;95634;170;4.49
GMF7940;DIESEL;01/02/2022;(E);5.889;41.13;R$ 242.22;95634;95907;273;6.64
GMF7940;DIESEL;07/02/2022;(E);5.858;34.73;R$ 203.48;95907;96131;224;6.45
GMF7940;DIESEL;11/02/2022;(E);5.889;44.91;R$ 264.49;96131;96452;321;7.15
Qtde = 4;Subtotal .:;158.61;R$ 930.38;988;6.23;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8048;;;;;;;;;;
GMF8048;DIESEL;11/02/2021;(E);3.998;45.71;R$ 182.79;111616;112088;472;10.33
GMF8048;DIESEL;17/02/2021;(E);4.318;21.39;R$ 92.38;112088;112292;204;9.54
GMF8048;DIESEL;25/06/2021;(E);4.549;44.61;R$ 202.93;112292;112768;476;10.67
GMF8048;DIESEL;02/07/2021;(E);4.549;59.22;R$ 269.39;112768;113404;636;10.74
GMF8048;DIESEL;07/07/2021;(E);4.839;25.49;R$ 123.35;113404;113624;220;8.63
GMF8048;DIESEL;13/07/2021;(E);4.659;36.67;R$ 170.85;113624;114028;404;11.02
GMF8048;DIESEL;02/08/2021;(E);4.939;31.98;R$ 157.95;114028;114330;302;9.44
GMF8048;DIESEL;11/08/2021;(E);4.969;45.22;R$ 224.70;114330;114781;451;9.97
GMF8048;DIESEL;18/08/2021;(E);4.848;30.50;R$ 147.89;114781;115087;306;10.03
GMF8048;DIESEL;26/08/2021;(E);4.659;47.72;R$ 222.33;115087;115585;498;10.44
GMF8048;DIESEL;15/09/2021;(E);5.068;38.75;R$ 196.42;115585;115962;377;9.73
GMF8048;DIESEL;24/09/2021;(E);4.769;45.56;R$ 217.28;115962;116446;484;10.62
GMF8048;DIESEL;28/10/2021;(E);5.349;47.57;R$ 254.45;116446;116913;467;9.82
GMF8048;DIESEL;26/11/2021;(E);5.349;47.45;R$ 253.81;116913;117332;419;8.83
GMF8048;DIESEL;16/12/2021;(E);5.348;44.14;R$ 236.10;117332;117772;440;9.97
GMF8048;DIESEL;04/01/2022;(E);5.539;28.86;R$ 159.86;117772;118060;288;9.98
GMF8048;DIESEL;18/01/2022;(E);5.658;46.59;R$ 263.65;118060;118545;485;10.41
GMF8048;DIESEL;03/02/2022;(E);5.658;38.38;R$ 217.19;118545;118911;366;9.54
GMF8048;DIESEL;15/02/2022;(E);5.658;45.68;R$ 258.50;118911;119395;484;10.60
GMF8048;DIESEL;25/02/2022;(E);5.889;44.59;R$ 262.59;119395;119854;459;10.29
Qtde = 20;Subtotal .:;816.08;R$ 4,114.41;8238;10.09;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8068;;;;;;;;;;
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 41;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF8068;DIESEL;05/02/2021;(E);4.189;86.66;R$ 363.04;131144;131684;540;6.23
GMF8068;DIESEL;08/02/2021;(E);4.37;79.64;R$ 348.03;131684;132246;562;7.06
GMF8068;DIESEL;10/02/2021;(E);4.350;40.79;R$ 177.45;132246;132517;271;6.64
GMF8068;DIESEL;14/02/2021;(E);4.430;43.62;R$ 193.25;132517;132726;209;4.79
GMF8068;DIESEL;15/02/2021;(E);4.362;64.63;R$ 281.95;132726;133179;453;7.01
GMF8068;DIESEL;18/02/2021;(E);4.430;46.12;R$ 204.33;133179;133369;190;4.12
GMF8068;DIESEL;23/02/2021;(E);4.495;64.74;R$ 291.02;133369;133733;364;5.62
GMF8068;DIESEL;25/02/2021;(E);4.640;60.35;R$ 280.03;133733;134170;437;7.24
GMF8068;DIESEL;16/03/2021;(E);4.595;74.99;R$ 344.58;134170;134725;555;7.40
GMF8068;DIESEL;06/05/2021;(E);4.499;65.37;R$ 294.13;134170;135110;940;14.38
GMF8068;DIESEL;07/05/2021;(E);4.799;63.55;R$ 305.00;135110;135560;450;7.08
GMF8068;DIESEL;10/05/2021;(E);4.797;79.47;R$ 381.28;135560;136332;772;9.71
GMF8068;DIESEL;21/05/2021;(E);4.795;74.82;R$ 358.76;136332;136950;618;8.26
GMF8068;DIESEL;23/05/2021;(E);4.792;78.00;R$ 373.85;136950;137703;753;9.65
GMF8068;DIESEL;27/05/2021;(E);4.799;82.03;R$ 393.73;137703;138413;710;8.66
GMF8068;DIESEL;09/06/2021;(E);4.784;64.52;R$ 308.70;138413;138878;465;7.21
GMF8068;DIESEL;15/06/2021;(E);4.799;80.88;R$ 388.15;138878;139556;678;8.38
GMF8068;DIESEL;19/06/2021;(E);4.799;59.51;R$ 285.59;139556;140003;447;7.51
GMF8068;DIESEL;22/06/2021;(E);4.859;78.68;R$ 382.31;140003;140682;679;8.63
GMF8068;DIESEL;29/06/2021;(E);4.840;64.52;R$ 312.28;140682;141243;561;8.69
GMF8068;DIESEL;30/06/2021;(E);4.799;37.28;R$ 178.92;141243;141473;230;6.17
GMF8068;DIESEL;30/06/2021;(E);4.799;65.38;R$ 313.77;141473;141966;493;7.54
GMF8068;DIESEL;12/07/2021;(E);4.579;39.74;R$ 181.97;141966;142220;254;6.39
GMF8068;DIESEL;15/07/2021;(E);4.799;63.84;R$ 306.37;142220;142840;620;9.71
GMF8068;DIESEL;21/07/2021;(E);4.799;64.99;R$ 311.90;142840;143394;554;8.52
GMF8068;DIESEL;30/07/2021;(E);4.790;55.99;R$ 268.22;143394;143625;231;4.13
GMF8068;DIESEL;25/09/2021;(E);4.898;68.27;R$ 334.45;143625;143979;354;5.19
GMF8068;DIESEL;04/10/2021;(E);5.288;39.87;R$ 210.87;143979;144298;319;8.00
GMF8068;DIESEL;15/11/2021;(E);5.489;46.01;R$ 252.55;143979;144636;657;14.28
GMF8068;DIESEL;15/11/2021;(E);5.228;60.02;R$ 313.84;144636;145201;565;9.41
GMF8068;DIESEL;16/11/2021;(E);5.297;57.08;R$ 302.35;145201;145762;561;9.83
GMF8068;DIESEL;19/11/2021;(E);5.799;73.91;R$ 428.64;145762;146288;526;7.12
GMF8068;DIESEL;24/11/2021;(E);5.589;67.39;R$ 376.64;146288;146759;471;6.99
GMF8068;DIESEL;24/11/2021;(E);5.398;25.75;R$ 139.02;146759;147011;252;9.79
GMF8068;DIESEL;26/11/2021;(E);5.75;44.64;R$ 256.68;147011;147349;338;7.57
GMF8068;DIESEL;26/11/2021;(E);5.989;51.27;R$ 307.06;147349;147810;461;8.99
GMF8068;DIESEL;28/11/2021;(E);5.859;52.00;R$ 304.67;147810;148263;453;8.71
GMF8068;DIESEL;30/11/2021;(E);7.179;43.52;R$ 312.43;148263;148607;344;7.90
GMF8068;DIESEL;30/11/2021;(E);5.497;42.10;R$ 231.46;148607;148992;385;9.14
GMF8068;DIESEL;03/12/2021;(E);5.799;70.45;R$ 408.56;148992;149544;552;7.84
GMF8068;DIESEL;07/12/2021;(E);5.595;48.75;R$ 272.76;149544;149911;367;7.53
GMF8068;DIESEL;09/12/2021;(E);5.810;49.84;R$ 289.58;149911;150350;439;8.81
GMF8068;DIESEL;10/12/2021;(E);5.559;75.01;R$ 417.00;150350;150921;571;7.61
GMF8068;DIESEL;18/02/2022;(E);5.794;32.33;R$ 187.35;150921;151133;212;6.56
GMF8068;DIESEL;25/02/2022;(E);5.795;25.63;R$ 148.53;151133;151272;139;5.42
Qtde = 45;Subtotal .:;2,653.95;R$ 13,323.05;21002;7.91;;;;;
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 42;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
VEÍCULO .: ;;;;;;;;;;
GMF8192;;;;;;;;;;
GMF8192;DIESEL;03/05/2021;(E);4.879;113.99;R$ 556.16;58413;58896;483;4.24
GMF8192;DIESEL;13/05/2021;(E);4.859;138.24;R$ 671.71;58896;59684;788;5.70
GMF8192;DIESEL;15/06/2021;(E);4.799;128.19;R$ 615.18;59684;60449;765;5.97
Qtde = 3;Subtotal .:;380.42;R$ 1,843.05;2036;5.35;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8354;;;;;;;;;;
GMF8354;GASOLINA;18/08/2021;(E);6.293;41.57;R$ 261.60;64655;64999;344;8.28
GMF8354;GASOLINA;05/10/2021;(E);6.399;57.95;R$ 370.82;64999;65440;441;7.61
GMF8354;GASOLINA;19/10/2021;(E);6.559;45.42;R$ 297.91;65440;66065;625;13.76
GMF8354;GASOLINA;29/11/2021;(E);6.999;61.09;R$ 427.57;66065;66856;791;12.95
GMF8354;GASOLINA;02/12/2021;(E);6.957;43.83;R$ 304.94;66856;67581;725;16.54
GMF8354;GASOLINA;03/12/2021;(E);6.999;29.54;R$ 206.75;67581;68026;445;15.06
GMF8354;GASOLINA;10/12/2021;(E);6.999;39.76;R$ 278.28;68026;68530;504;12.68
GMF8354;GASOLINA;16/12/2021;(E);7.299;46.58;R$ 339.99;68530;69253;723;15.52
GMF8354;GASOLINA;21/12/2021;(E);7.099;45.43;R$ 322.51;69253;70008;755;16.62
GMF8354;GASOLINA;05/01/2022;(E);6.948;28.76;R$ 199.85;70008;70474;466;16.20
GMF8354;ALCOOL;07/01/2022;(E);5.859;45.05;R$ 263.96;70474;71187;713;15.83
GMF8354;ALCOOL;20/01/2022;(E);5.479;52.59;R$ 288.14;71187;71642;455;8.65
GMF8354;GASOLINA;24/01/2022;(E);7.098;38.71;R$ 274.80;71642;72170;528;13.64
GMF8354;GASOLINA;08/02/2022;(E);7.099;31.42;R$ 223.05;72170;72325;155;4.93
GMF8354;ALCOOL;10/02/2022;(E);5.998;47.46;R$ 284.71;72325;73259;934;19.68
GMF8354;GASOLINA;24/02/2022;(E);7.079;56.56;R$ 400.39;73259;73795;536;9.48
Qtde = 16;Subtotal .:;711.72;R$ 4,745.27;9140;12.84;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF8355;;;;;;;;;;
GMF8355;GASOLINA;15/03/2021;(E);5.995;42.21;R$ 253.05;70024;70493;469;11.11
GMF8355;GASOLINA;08/06/2021;(E);5.995;31.79;R$ 190.58;70493;70811;318;10.00
GMF8355;GASOLINA;30/06/2021;(E);5.999;41.55;R$ 249.29;70811;71425;614;14.78
GMF8355;GASOLINA;26/07/2021;(E);6.055;44.40;R$ 268.84;71425;71945;520;11.71
GMF8355;GASOLINA;12/08/2021;(E);6.742;23.84;R$ 160.73;71945;72329;384;16.11
GMF8355;GASOLINA;01/09/2021;(E);6.398;21.46;R$ 137.32;72329;72673;344;16.03
GMF8355;GASOLINA;01/09/2021;(E);6.599;18.34;R$ 121.03;72673;72956;283;15.43
GMF8355;GASOLINA;03/09/2021;(E);6.288;41.40;R$ 260.36;72956;73492;536;12.95
GMF8355;GASOLINA;06/09/2021;(E);6.384;25.80;R$ 164.73;73492;73829;337;13.06
GMF8355;GASOLINA;09/09/2021;(E);6.902;24.05;R$ 166.00;73829;74153;324;13.47
GMF8355;GASOLINA;07/10/2021;(E);6.485;33.62;R$ 218.03;74153;74697;544;16.18
GMF8355;GASOLINA;14/10/2021;(E);6.685;42.55;R$ 284.45;74697;75406;709;16.66
GMF8355;GASOLINA;21/10/2021;(E);7.220;25.40;R$ 183.41;75406;75822;416;16.38
GMF8355;GASOLINA;25/11/2021;(E);7.199;22.84;R$ 164.43;75822;76180;358;15.67
GMF8355;GASOLINA;26/11/2021;(E);7.693;35.61;R$ 273.97;76180;76713;533;14.97
GMF8355;GASOLINA;29/11/2021;(E);7.148;27.55;R$ 196.95;76713;77152;439;15.93
GMF8355;GASOLINA;01/12/2021;(E);7.248;23.84;R$ 172.81;77152;77498;346;14.51
GMF8355;GASOLINA;14/12/2021;(E);7.085;34.60;R$ 245.14;77498;78016;518;14.97
GMF8355;GASOLINA;20/12/2021;(E);7.085;18.20;R$ 128.95;78016;78257;241;13.24
GMF8355;GASOLINA;21/12/2021;(E);7.084;44.27;R$ 313.65;78257;78965;708;15.99
GMF8355;GASOLINA;07/01/2022;(E);7.085;41.41;R$ 293.39;78965;79686;721;17.41
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 43;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
