Veículo;Combustivel;DATA .: ;;Valor/Litro;Quantidade;Valor;Anterior;Atual;Km Rodada;Média (Km/L)
GMF7178;DIESEL;11/02/2021;(E);4.299;42.54;R$ 182.89;165303;165774;471;11.07
GMF7178;DIESEL;12/02/2021;(E);4.195;38.88;R$ 163.10;165774;166206;432;11.11
GMF7178;DIESEL;19/02/2021;(E);4.195;54.04;R$ 226.70;166206;166798;592;10.95
GMF7178;DIESEL;18/03/2021;(E);4.595;51.61;R$ 237.15;166798;167381;583;11.30
GMF7178;DIESEL;30/06/2021;(E);4.794;37.54;R$ 180.00;167381;167731;350;9.32
GMF7178;DIESEL;29/10/2021;(E);5.594;46.19;R$ 258.43;167731;168184;453;9.81
GMF7178;DIESEL;18/11/2021;(E);5.589;39.67;R$ 221.72;168184;168626;442;11.14
GMF7178;DIESEL;14/12/2021;(E);5.595;50.05;R$ 280.03;168626;169170;544;10.87
GMF7178;DIESEL;17/12/2021;(E);5.670;32.59;R$ 184.79;169170;169492;322;9.88
GMF7178;DIESEL;24/01/2022;(E);5.795;74.64;R$ 432.54;169492;170217;725;9.71
GMF7178;DIESEL;16/02/2022;(E);5.979;41.29;R$ 246.91;170217;170630;413;10.00
Qtde = 13;Subtotal .:;579.92;R$ 2,908.05;6014;10.37;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7179;;;;;;;;;;
GMF7179;DIESEL;09/06/2021;(E);4.899;75.30;R$ 368.90;121885;122510;625;8.30
GMF7179;DIESEL;18/10/2021;(E);5.398;59.09;R$ 318.97;122510;123085;575;9.73
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 29;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF7179;DIESEL;28/10/2021;(E);5.849;41.53;R$ 242.91;123085;123572;487;11.73
GMF7179;DIESEL;28/10/2021;(E);5.509;33.66;R$ 185.45;123572;123977;405;12.03
GMF7179;DIESEL;01/11/2021;(E);5.65;42.28;R$ 238.88;123977;124479;502;11.87
GMF7179;DIESEL;22/11/2021;(E);5.798;56.30;R$ 326.43;124479;125065;586;10.41
GMF7179;DIESEL;23/11/2021;(E);5.595;43.07;R$ 240.98;125065;125530;465;10.80
GMF7179;DIESEL;24/11/2021;(E);5.999;41.03;R$ 246.17;125530;125948;418;10.19
Qtde = 8;Subtotal .:;392.26;R$ 2,168.69;4063;10.36;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7180;;;;;;;;;;
GMF7180;DIESEL;04/05/2021;(E);4.879;68.63;R$ 334.85;170383;170979;596;8.68
GMF7180;DIESEL;22/09/2021;(E);4.895;65.73;R$ 321.75;170979;171470;491;7.47
GMF7180;DIESEL;28/09/2021;(E);4.85;46.80;R$ 226.98;171470;171980;510;10.90
GMF7180;DIESEL;28/09/2021;(E);5.330;14.25;R$ 75.96;171980;172150;170;11.93
GMF7180;DIESEL;29/09/2021;(E);5.310;51.73;R$ 274.73;172150;172689;539;10.42
Qtde = 5;Subtotal .:;247.14;R$ 1,234.27;2306;9.33;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7181;;;;;;;;;;
GMF7181;DIESEL;04/02/2021;(E);4.189;73.95;R$ 309.82;201940;202773;833;11.26
GMF7181;DIESEL;28/02/2021;(E);4.255;51.59;R$ 219.52;202773;203636;863;16.73
GMF7181;DIESEL;01/03/2021;(E);4.309;39.59;R$ 170.60;203636;204026;390;9.85
GMF7181;DIESEL;02/03/2021;(E);4.419;71.23;R$ 314.77;204026;204825;799;11.22
GMF7181;DIESEL;11/03/2021;(E);4.594;54.41;R$ 250.01;204825;205413;588;10.81
GMF7181;DIESEL;18/03/2021;(E);4.595;55.50;R$ 255.02;205413;206094;681;12.27
GMF7181;DIESEL;05/05/2021;(E);4.879;77.34;R$ 377.34;206094;207034;940;12.15
GMF7181;DIESEL;26/05/2021;(E);4.729;65.36;R$ 309.09;207034;207764;730;11.17
GMF7181;DIESEL;18/06/2021;(E);4.859;48.09;R$ 233.67;207764;208327;563;11.71
GMF7181;DIESEL;08/07/2021;(E);4.939;71.94;R$ 355.31;208327;209107;780;10.84
GMF7181;DIESEL;06/08/2021;(E);4.658;57.76;R$ 269.10;209107;209683;576;9.97
GMF7181;DIESEL;21/09/2021;(E);5.069;74.86;R$ 379.47;209683;210409;726;9.70
GMF7181;DIESEL;18/10/2021;(E);5.195;55.28;R$ 287.18;210409;210981;572;10.35
GMF7181;DIESEL;10/11/2021;(E);5.589;51.82;R$ 289.62;210409;211460;1051;20.28
GMF7181;DIESEL;03/01/2022;(E);5.539;56.69;R$ 314.01;211460;211978;518;9.14
GMF7181;DIESEL;18/01/2022;(E);5.659;51.30;R$ 290.31;211978;212520;542;10.57
GMF7181;DIESEL;10/02/2022;(E);5.888;52.85;R$ 311.23;212520;213083;563;10.65
Qtde = 17;Subtotal .:;1,009.56;R$ 4,936.08;11715;11.60;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7226;;;;;;;;;;
GMF7226;GASOLINA;09/03/2021;(E);5.995;53.00;R$ 317.74;96585;96898;313;5.91
GMF7226;GASOLINA;03/05/2021;(E);5.995;52.89;R$ 317.08;96585;97386;801;15.14
GMF7226;GASOLINA;08/06/2021;(E);5.995;50.02;R$ 299.87;97386;97860;474;9.48
GMF7226;GASOLINA;15/07/2021;(E);6.095;49.23;R$ 300.06;97860;98360;500;10.16
GMF7226;GASOLINA;13/09/2021;(E);6.384;47.67;R$ 304.37;98360;98811;451;9.46
GMF7226;GASOLINA;19/11/2021;(E);7.085;49.31;R$ 349.36;98811;99256;445;9.02
GMF7226;GASOLINA;11/01/2022;(E);7.085;48.90;R$ 346.46;99256;99689;433;8.85
Qtde = 7;Subtotal .:;351.02;R$ 2,234.94;3417;9.73;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7227;;;;;;;;;;
GMF7227;GASOLINA;03/11/2021;(E);7.085;46.69;R$ 330.80;59023;59235;212;4.54
Qtde = 1;Subtotal .:;46.69;R$ 330.80;212;4.54;;;;;
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 30;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
VEÍCULO .: ;;;;;;;;;;
GMF7228;;;;;;;;;;
GMF7228;GASOLINA;18/02/2021;(E);5.195;22.62;R$ 117.51;49300;49557;257;11.36
GMF7228;GASOLINA;01/03/2021;(E);5.595;23.64;R$ 132.27;49300;49639;339;14.34
GMF7228;GASOLINA;08/03/2021;(E);5.792;11.23;R$ 65.05;49639;49744;105;9.35
GMF7228;GASOLINA;09/03/2021;(E);5.676;18.09;R$ 102.69;49744;49945;201;11.11
GMF7228;GASOLINA;09/03/2021;(E);5.994;19.34;R$ 115.94;49945;50173;228;11.79
GMF7228;GASOLINA;12/11/2021;(E);7.084;23.20;R$ 164.37;50173;50328;155;6.68
Qtde = 6;Subtotal .:;118.12;R$ 697.83;1285;10.88;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF7229;;;;;;;;;;
GMF7229;GASOLINA;03/05/2021;(E);5.998;27.97;R$ 167.79;71948;72152;204;7.29
GMF7229;GASOLINA;03/10/2021;(E);7.397;13.62;R$ 100.75;72152;72302;150;11.01
GMF7229;GASOLINA;03/10/2021;(E);6.995;15.85;R$ 110.87;72302;72503;201;12.68
GMF7229;GASOLINA;04/10/2021;(E);6.997;18.62;R$ 130.29;72503;72667;164;8.81
GMF7229;GASOLINA;05/10/2021;(E);6.994;21.28;R$ 148.85;72667;72872;205;9.63
GMF7229;GASOLINA;06/10/2021;(E);6.996;22.65;R$ 158.46;72872;73103;231;10.20
GMF7229;GASOLINA;07/10/2021;(E);6.599;28.29;R$ 186.69;73103;73419;316;11.17
GMF7229;GASOLINA;08/10/2021;(E);6.995;24.95;R$ 174.53;73419;73701;282;11.30
GMF7229;GASOLINA;09/10/2021;(E);6.998;26.94;R$ 188.55;73701;73995;294;10.91
GMF7229;GASOLINA;11/10/2021;(E);6.685;15.72;R$ 105.09;73995;74162;167;10.62
GMF7229;GASOLINA;15/10/2021;(E);7.207;26.17;R$ 188.61;74162;74458;296;11.31
GMF7229;GASOLINA;18/10/2021;(E);7.208;27.58;R$ 198.81;74458;74726;268;9.72
GMF7229;GASOLINA;21/10/2021;(E);7.207;26.50;R$ 191.00;74726;74959;233;8.79
GMF7229;GASOLINA;22/10/2021;(E);7.208;17.39;R$ 125.35;74959;75142;183;10.52
GMF7229;GASOLINA;23/10/2021;(E);7.206;14.02;R$ 101.04;75142;75270;128;9.13
GMF7229;GASOLINA;25/10/2021;(E);7.209;17.90;R$ 129.05;75270;75459;189;10.56
